indic_ur,cities\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
CR1015V,HR001L2	31 	31 	31 	25 	: 	24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,HR002L2	4 	4 	4 	4 	: 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,HR003L2	0 	6 	6 	6 	: 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,HR004L2	3 	3 	3 	3 	: 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,HR005L2	7 	7 	7 	7 	: 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,HR006L1	1 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,HR007L1	2 	2 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,HU002L2	: 	: 	: 	: 	: 	: 	: 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,IE001L1	: 	: 	: 	: 	: 	: 	: 	28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,LT001L1	7 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,LT002L1	8 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,LT003L1	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,LU001L1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25 	: 	: 	: 	23 	: 	: 	23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,LV	64 	: 	62 	56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	63 	: 	: 	72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,LV001L1	27 	: 	27 	23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,LV002L2	5 	: 	5 	4 	: 	: 	: 	5 	: 	: 	5 	: 	: 	: 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,LV003L1	2 	: 	2 	2 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,LV501L1	6 	: 	6 	6 	: 	: 	: 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,MT001L1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL001L2	: 	: 	: 	: 	: 	: 	: 	44 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL002L2	: 	: 	: 	: 	: 	: 	: 	22 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL004L2	: 	: 	: 	: 	: 	: 	: 	16 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL005L2	: 	: 	: 	: 	: 	: 	: 	16 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL006L2	: 	: 	: 	: 	: 	: 	: 	14 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL007L2	: 	: 	: 	: 	: 	: 	: 	6 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL008L2	: 	: 	: 	: 	: 	: 	: 	9 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL009L2	: 	: 	: 	: 	: 	: 	: 	17 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL011L2	: 	: 	: 	: 	: 	: 	: 	5 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL012L2	: 	: 	: 	: 	: 	: 	: 	8 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL013L2	: 	: 	: 	: 	: 	: 	: 	12 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL014L2	: 	: 	: 	: 	: 	: 	: 	5 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL015L2	: 	: 	: 	: 	: 	: 	: 	10 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL016L2	: 	: 	: 	: 	: 	: 	: 	2 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL017L2	: 	: 	: 	: 	: 	: 	: 	1 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL018L2	: 	: 	: 	: 	: 	: 	: 	5 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL019L2	: 	: 	: 	: 	: 	: 	: 	1 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL020L2	: 	: 	: 	: 	: 	: 	: 	3 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL021L2	: 	: 	: 	: 	: 	: 	: 	2 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL022L2	: 	: 	: 	: 	: 	: 	: 	2 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL024L2	: 	: 	: 	: 	: 	: 	: 	6 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL025L2	: 	: 	: 	: 	: 	: 	: 	2 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL026L2	: 	: 	: 	: 	: 	: 	: 	3 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL027L2	: 	: 	: 	: 	: 	: 	: 	2 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL028L2	: 	: 	: 	: 	: 	: 	: 	1 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL029L1	: 	: 	: 	: 	: 	: 	: 	2 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL030L1	: 	: 	: 	: 	: 	: 	: 	1 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL031L1	: 	: 	: 	: 	: 	: 	: 	1 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL032L1	: 	: 	: 	: 	: 	: 	: 	3 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL033L1	: 	: 	: 	: 	: 	: 	: 	3 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL034L1	: 	: 	: 	: 	: 	: 	: 	2 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL035L1	: 	: 	: 	: 	: 	: 	: 	2 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL036L1	: 	: 	: 	: 	: 	: 	: 	1 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL037L1	: 	: 	: 	: 	: 	: 	: 	1 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL038L1	: 	: 	: 	: 	: 	: 	: 	3 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL039L1	: 	: 	: 	: 	: 	: 	: 	1 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL040L1	: 	: 	: 	: 	: 	: 	: 	0 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL041L1	: 	: 	: 	: 	: 	: 	: 	2 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL042L1	: 	: 	: 	: 	: 	: 	: 	2 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL043L1	: 	: 	: 	: 	: 	: 	: 	1 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL044L1	: 	: 	: 	: 	: 	: 	: 	1 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL045L1	: 	: 	: 	: 	: 	: 	: 	2 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL046L1	: 	: 	: 	: 	: 	: 	: 	3 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL047L1	: 	: 	: 	: 	: 	: 	: 	2 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL048L1	: 	: 	: 	: 	: 	: 	: 	2 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL049L1	: 	: 	: 	: 	: 	: 	: 	2 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL051L1	: 	: 	: 	: 	: 	: 	: 	1 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL052L1	: 	: 	: 	: 	: 	: 	: 	1 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL506L2	: 	: 	: 	: 	: 	: 	: 	4 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL508L1	: 	: 	: 	: 	: 	: 	: 	3 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL511L2	: 	: 	: 	: 	: 	: 	: 	3 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL512L2	: 	: 	: 	: 	: 	: 	: 	1 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL513L2	: 	: 	: 	: 	: 	: 	: 	2 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL514L2	: 	: 	: 	: 	: 	: 	: 	4 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL516L2	: 	: 	: 	: 	: 	: 	: 	2 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,PL517L2	: 	: 	: 	: 	: 	: 	: 	2 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,SE002L1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,SE003L1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,SE004L1	: 	: 	: 	: 	: 	: 	: 	27 e	: 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,SE005L1	: 	: 	: 	: 	: 	: 	: 	16 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,SE006L1	: 	: 	: 	: 	: 	: 	: 	17 e	: 	: 	15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,SE007L1	: 	: 	: 	: 	: 	: 	: 	9 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,SI001L2	: 	: 	: 	: 	6 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,SK001L1	14 	13 	11 	10 	10 	7 	: 	49 	: 	: 	49 	: 	: 	: 	64 	: 	: 	64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,SK002L1	1 	1 	1 	1 	1 	1 	: 	34 	: 	: 	30 	: 	: 	: 	30 	: 	: 	30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,SK003L1	1 	1 	1 	1 	1 	1 	: 	12 	: 	: 	16 	: 	: 	: 	15 	: 	: 	15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,SK004L1	3 	3 	3 	3 	3 	3 	: 	13 	: 	: 	13 	: 	: 	: 	13 	: 	: 	13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,SK005L1	4 	5 	5 	5 	5 	4 	: 	11 	: 	: 	8 	: 	: 	: 	9 	: 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,SK006L1	15 	15 	15 	12 	12 	12 	: 	30 	: 	: 	22 	: 	: 	: 	24 	: 	: 	24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,SK007L1	7 	7 	7 	7 	6 	6 	: 	7 	: 	: 	13 	: 	: 	: 	19 	: 	: 	19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,SK008L1	2 	2 	2 	2 	2 	2 	: 	21 	: 	: 	8 	: 	: 	: 	12 	: 	: 	12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK001L3	: 	200 	: 	233 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK002L3	: 	49 	: 	60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK003L2	: 	57 	: 	67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK004L1	: 	: 	: 	: 	: 	: 	: 	42 d	: 	: 	41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK006L3	: 	30 	: 	37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK007L1	: 	: 	: 	: 	: 	: 	: 	28 d	: 	: 	27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK008L3	: 	75 	: 	97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK009L1	: 	: 	24 	: 	: 	: 	: 	28 d	: 	: 	29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK010L3	: 	23 	: 	26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK011L2	: 	20 	: 	25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK013L2	: 	38 	: 	42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK014L1	: 	21 	: 	19 	: 	: 	: 	: 	: 	: 	24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK016L1	: 	: 	: 	: 	: 	: 	: 	19 d	: 	: 	22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK017L2	: 	12 	: 	16 	: 	: 	: 	: 	: 	: 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK018L3	: 	26 	: 	26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK019L3	: 	7 	: 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK023L1	: 	11 	: 	11 	: 	: 	: 	: 	: 	: 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK024L1	: 	4 	: 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK025L3	: 	12 	: 	12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK026L1	: 	16 	: 	18 	: 	: 	: 	: 	: 	: 	16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK027L1	: 	9 	: 	14 	: 	: 	: 	: 	: 	: 	10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK029L1	: 	23 	: 	27 	: 	: 	: 	: 	: 	: 	22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK033L1	: 	8 	: 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK050L1	: 	5 	: 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK056L1	: 	3 	: 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK515L1	: 	11 	: 	14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK516L1	: 	17 	: 	20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK517L1	: 	: 	10 	: 	: 	: 	: 	11 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK518L1	: 	9 	: 	14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK520L2	: 	19 	: 	22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK528L1	: 	11 	: 	10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK539L1	: 	13 	: 	19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK546L1	: 	9 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK552L0	: 	10 	: 	10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK553L1	: 	7 	: 	12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK557L1	: 	7 	: 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK558L1	: 	: 	6 	: 	: 	: 	: 	7 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK559L2	: 	11 	: 	13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK560L1	: 	20 	: 	24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK562L2	: 	5 	: 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK566L1	: 	5 	: 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK569L2	: 	11 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CR1015V,UK571L1	: 	7 	: 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,AT	: 	: 	: 	: 	3762160 	3724613 	: 	: 	: 	3598300 	: 	3537000 	3508400 	3475300 	3429347 b	: 	3347440 	3297883 	3264638 	3235354 	3196800 	3169517 	3157789 	3119131 	: 	: 	: 	: 	: 
DE3001V,AT001L3	: 	: 	: 	: 	1146046 	1134572 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,AT002L3	: 	: 	: 	: 	194348 	191432 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,AT003L3	: 	: 	: 	: 	257261 	254516 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,AT004L3	: 	: 	: 	: 	155240 	154028 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,AT005L3	: 	: 	: 	: 	135368 	133144 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
